restaurant_name,city,locality,cuisines,cost,currency,price_range,rating,votes,cost_bucket,primary_cuisine
The Lodhi Bakery - The Lodhi,new delhi,"The Lodhi, Lodhi Road","bakery, desserts",400,Indian Rupees(Rs.),1,2.9,4,Medium,bakery
Elan - The Lodhi,new delhi,"The Lodhi, Lodhi Road","north indian, continental, italian",3000,Indian Rupees(Rs.),4,3.8,185,High,north indian
Agni - The Park,new delhi,"The Park, Connaught Place","mughlai, italian, finger food, middle eastern",3000,Indian Rupees(Rs.),4,3.3,199,High,mughlai
Mist - The Park,new delhi,"The Park, Connaught Place","continental, italian, american, north indian",3500,Indian Rupees(Rs.),4,3.3,169,High,continental
Aqua - The Park,new delhi,"The Park, Connaught Place","continental, italian, mediterranean",4500,Indian Rupees(Rs.),4,3.8,773,High,continental
Atrium Bar  & Lounge - The Suryaa New Delhi,new delhi,"The Suryaa New Delhi, New Friends Colony",finger food,3000,Indian Rupees(Rs.),4,3.1,26,High,finger food
French Crust - The Suryaa New Delhi,new delhi,"The Suryaa New Delhi, New Friends Colony","cafe, bakery",900,Indian Rupees(Rs.),2,3.3,19,High,cafe
Club BW - The Suryaa New Delhi,new delhi,"The Suryaa New Delhi, New Friends Colony","finger food, continental, italian, chinese",4400,Indian Rupees(Rs.),4,3.6,90,High,finger food
Sampan - The Suryaa New Delhi,new delhi,"The Suryaa New Delhi, New Friends Colony","thai, chinese, japanese",2500,Indian Rupees(Rs.),4,3.7,111,High,thai
The Grill Room - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road","mediterranean, european",5000,Indian Rupees(Rs.),4,3.1,15,High,mediterranean
Emperor's Lounge - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road",cafe,2500,Indian Rupees(Rs.),4,3.8,79,High,cafe
Machan - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road","north indian, european, continental",5000,Indian Rupees(Rs.),4,3.9,696,High,north indian
Ricks Bar - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road","malaysian, thai",4200,Indian Rupees(Rs.),4,3.6,64,High,malaysian
Wasabi by Morimoto - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road","japanese, sushi",6000,Indian Rupees(Rs.),4,3.9,183,High,japanese
House of Ming - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road",chinese,5500,Indian Rupees(Rs.),4,4.0,398,High,chinese
Varq - The Taj Mahal Hotel,new delhi,"The Taj Mahal Hotel, Mansingh Road","seafood, north indian",4500,Indian Rupees(Rs.),4,4.2,541,High,seafood
Capital Kitchen - Taj Palace Hotel,new delhi,"The Taj Palace Hotel, Chanakyapuri","north indian, european, asian",2000,Indian Rupees(Rs.),4,3.7,42,High,north indian
Spicy Duck - Taj Palace Hotel,new delhi,"The Taj Palace Hotel, Chanakyapuri",asian,4000,Indian Rupees(Rs.),4,3.5,24,High,asian
Orient Express - Taj Palace Hotel,new delhi,"The Taj Palace Hotel, Chanakyapuri",european,8000,Indian Rupees(Rs.),4,4.0,145,High,european
The Tea Lounge - Taj Palace Hotel,new delhi,"The Taj Palace Hotel, Chanakyapuri",cafe,1500,Indian Rupees(Rs.),3,4.0,76,High,cafe
Bonitos - The Uppal,new delhi,"The Uppal, Aerocity","continental, thai, chinese, north indian",3000,Indian Rupees(Rs.),4,3.2,28,High,continental
Bonitos Blu - The Uppal,new delhi,"The Uppal, Aerocity","north indian, asian, continental",2500,Indian Rupees(Rs.),4,3.0,5,High,north indian
The Gourmet Shop - The Uppal,new delhi,"The Uppal, Aerocity",bakery,500,Indian Rupees(Rs.),2,3.0,4,Medium,bakery
Chopsticks,new delhi,"The Village Restaurant Complex, Khel Gaon Marg","chinese, thai",1700,Indian Rupees(Rs.),3,3.6,350,High,chinese
TabulaBeach Cafe,new delhi,"The Village Restaurant Complex, Khel Gaon Marg","european, american",1600,Indian Rupees(Rs.),3,3.8,637,High,european
Arriba - Mexican Grill & Tequileria,new delhi,"The Village Restaurant Complex, Khel Gaon Marg",mexican,2500,Indian Rupees(Rs.),4,4.1,146,High,mexican
Chatori Gali,new delhi,Tilak Marg,fast food,200,Indian Rupees(Rs.),1,0.0,0,Low,fast food
Aggarwal Sweet Center,new delhi,Tilak Nagar,"mithai, street food",100,Indian Rupees(Rs.),1,2.9,6,Low,mithai
Aggarwal Sweets,new delhi,Tilak Nagar,"street food, desserts",250,Indian Rupees(Rs.),1,2.7,11,Low,street food
Alag Khana Khazana,new delhi,Tilak Nagar,"north indian, mughlai",450,Indian Rupees(Rs.),1,2.9,5,Medium,north indian
Bhape Di Hatti,new delhi,Tilak Nagar,north indian,200,Indian Rupees(Rs.),1,3.1,7,Low,north indian
Bhappe Di Hatti,new delhi,Tilak Nagar,north indian,150,Indian Rupees(Rs.),1,3.1,8,Low,north indian
Bhatura King,new delhi,Tilak Nagar,street food,150,Indian Rupees(Rs.),1,2.9,7,Low,street food
Bhukkadzz Point,new delhi,Tilak Nagar,fast food,300,Indian Rupees(Rs.),1,3.0,7,Medium,fast food
Bimbos,new delhi,Tilak Nagar,"chinese, fast food",350,Indian Rupees(Rs.),1,3.1,16,Medium,chinese
Brothers' Bakery,new delhi,Tilak Nagar,"fast food, bakery",350,Indian Rupees(Rs.),1,2.9,21,Medium,fast food
Chaap Nation,new delhi,Tilak Nagar,"north indian, fast food, afghani",300,Indian Rupees(Rs.),1,3.0,4,Medium,north indian
Dev Burger,new delhi,Tilak Nagar,fast food,300,Indian Rupees(Rs.),1,2.9,5,Medium,fast food
Green Chick Chop,new delhi,Tilak Nagar,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.0,6,Medium,raw meats
Green Chick Chop,new delhi,Tilak Nagar,"raw meats, north indian, fast food",350,Indian Rupees(Rs.),1,3.2,16,Medium,raw meats
Hum Sabki Rasoi,new delhi,Tilak Nagar,north indian,300,Indian Rupees(Rs.),1,3.3,26,Medium,north indian
Janki Vaishno Dhaba,new delhi,Tilak Nagar,north indian,150,Indian Rupees(Rs.),1,3.0,4,Low,north indian
Manmohan Food Plaza,new delhi,Tilak Nagar,fast food,350,Indian Rupees(Rs.),1,2.6,10,Medium,fast food
Mr.Hunger,new delhi,Tilak Nagar,"burger, fast food",500,Indian Rupees(Rs.),2,3.0,5,Medium,burger
Neelma Punjabi Dhaba,new delhi,Tilak Nagar,north indian,250,Indian Rupees(Rs.),1,2.9,8,Low,north indian
New Raj Kachori Bhandar,new delhi,Tilak Nagar,street food,100,Indian Rupees(Rs.),1,3.4,18,Low,street food
Punjabi Ninja,new delhi,Tilak Nagar,north indian,550,Indian Rupees(Rs.),2,3.0,7,Medium,north indian
Radha Swami Cool Hut,new delhi,Tilak Nagar,"beverages, ice cream",200,Indian Rupees(Rs.),1,3.1,7,Low,beverages
Sagar Choley Bhatoorey,new delhi,Tilak Nagar,street food,150,Indian Rupees(Rs.),1,3.2,26,Low,street food
Sehyog Alpahar,new delhi,Tilak Nagar,"south indian, chinese",150,Indian Rupees(Rs.),1,3.2,10,Low,south indian
South Indian Hut,new delhi,Tilak Nagar,"south indian, chinese",300,Indian Rupees(Rs.),1,2.9,5,Medium,south indian
Vijay Corner,new delhi,Tilak Nagar,"north indian, mughlai",300,Indian Rupees(Rs.),1,3.0,7,Medium,north indian
Mithlesh Ande Wala,new delhi,Tilak Nagar,street food,150,Indian Rupees(Rs.),1,3.5,17,Low,street food
Roti N Boti,new delhi,Tilak Nagar,"north indian, fast food, mughlai",300,Indian Rupees(Rs.),1,3.5,21,Medium,north indian
Annapurna Caters,new delhi,Tilak Nagar,north indian,200,Indian Rupees(Rs.),1,0.0,2,Low,north indian
Ashoka's Ice Zone,new delhi,Tilak Nagar,"ice cream, beverages",150,Indian Rupees(Rs.),1,0.0,2,Low,ice cream
Bikaner Sweets & Pastry Corner,new delhi,Tilak Nagar,"mithai, street food",100,Indian Rupees(Rs.),1,0.0,3,Low,mithai
Bikaner Sweets,new delhi,Tilak Nagar,"bakery, mithai",250,Indian Rupees(Rs.),1,0.0,3,Low,bakery
Dee Pizza Hub,new delhi,Tilak Nagar,pizza,350,Indian Rupees(Rs.),1,0.0,1,Medium,pizza
Flavors of London,new delhi,Tilak Nagar,"desserts, ice cream, fast food",200,Indian Rupees(Rs.),1,0.0,2,Low,desserts
Funduz Cafe,new delhi,Tilak Nagar,fast food,300,Indian Rupees(Rs.),1,0.0,3,Medium,fast food
Giani,new delhi,Tilak Nagar,"ice cream, desserts",300,Indian Rupees(Rs.),1,0.0,1,Medium,ice cream
Grover Sweets Rajouri Wala,new delhi,Tilak Nagar,"mithai, street food",200,Indian Rupees(Rs.),1,0.0,2,Low,mithai
Guru Kripa Chicken Corner,new delhi,Tilak Nagar,north indian,250,Indian Rupees(Rs.),1,0.0,2,Low,north indian
Health-O-Lic,new delhi,Tilak Nagar,"healthy food, juices",500,Indian Rupees(Rs.),2,0.0,1,Medium,healthy food
Himalya Chinese,new delhi,Tilak Nagar,chinese,300,Indian Rupees(Rs.),1,0.0,1,Medium,chinese
KindBhutani's,new delhi,Tilak Nagar,"south indian, fast food, chinese",350,Indian Rupees(Rs.),1,0.0,2,Medium,south indian
Mama Bhanja Corner,new delhi,Tilak Nagar,north indian,500,Indian Rupees(Rs.),2,0.0,3,Medium,north indian
Mama Tao,new delhi,Tilak Nagar,chinese,250,Indian Rupees(Rs.),1,0.0,2,Low,chinese
Manpasand Punjabi Zaika,new delhi,Tilak Nagar,north indian,350,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Pal Restaurant,new delhi,Tilak Nagar,"north indian, chinese",250,Indian Rupees(Rs.),1,0.0,0,Low,north indian
Pizza Station,new delhi,Tilak Nagar,fast food,250,Indian Rupees(Rs.),1,0.0,1,Low,fast food
Punjabi Dhaba,new delhi,Tilak Nagar,north indian,300,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Punjabi Virsa,new delhi,Tilak Nagar,"north indian, chinese, mughlai",700,Indian Rupees(Rs.),2,0.0,3,High,north indian
Sahib Jhatka Chicken Shop,new delhi,Tilak Nagar,north indian,250,Indian Rupees(Rs.),1,0.0,3,Low,north indian
Salt & Peppers,new delhi,Tilak Nagar,chinese,500,Indian Rupees(Rs.),2,0.0,3,Medium,chinese
Sethi Ice Cream Parlour,new delhi,Tilak Nagar,"desserts, beverages",150,Indian Rupees(Rs.),1,0.0,3,Low,desserts
Shah Ji Di Rasoi,new delhi,Tilak Nagar,street food,200,Indian Rupees(Rs.),1,0.0,2,Low,street food
Shawarma Wala,new delhi,Tilak Nagar,fast food,300,Indian Rupees(Rs.),1,0.0,3,Medium,fast food
Snazzy Delights,new delhi,Tilak Nagar,bakery,300,Indian Rupees(Rs.),1,0.0,2,Medium,bakery
South Indian Hut,new delhi,Tilak Nagar,south indian,200,Indian Rupees(Rs.),1,0.0,1,Low,south indian
T-2 Di Hatti,new delhi,Tilak Nagar,street food,100,Indian Rupees(Rs.),1,0.0,2,Low,street food
The Second Wife Kitchen,new delhi,Tilak Nagar,north indian,500,Indian Rupees(Rs.),2,0.0,2,Medium,north indian
Today Pizza,new delhi,Tilak Nagar,fast food,250,Indian Rupees(Rs.),1,0.0,3,Low,fast food
Turban Tadka,new delhi,Tilak Nagar,"north indian, fast food",250,Indian Rupees(Rs.),1,0.0,3,Low,north indian
Wah Shah Ji Wah,new delhi,Tilak Nagar,north indian,300,Indian Rupees(Rs.),1,0.0,2,Medium,north indian
Wah Wah Chicken Corner,new delhi,Tilak Nagar,north indian,400,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Brijwasi Sweet and Namkeen,new delhi,Trilokpuri,"street food, mithai",100,Indian Rupees(Rs.),1,0.0,1,Low,street food
Khana Khazana,new delhi,Tughlakabad Institutional Area,"north indian, mughlai, chinese, bakery",800,Indian Rupees(Rs.),2,3.7,281,High,north indian
Ahad Sons Restaurant,new delhi,Uday Park,kashmiri,750,Indian Rupees(Rs.),2,3.4,104,High,kashmiri
Jughead's Fast Food Corner,new delhi,Uday Park,"chinese, fast food, north indian",500,Indian Rupees(Rs.),2,3.6,438,Medium,chinese
The Coffee Bond,new delhi,Uday Park,cafe,700,Indian Rupees(Rs.),2,4.2,73,High,cafe
Wow! Momo,new delhi,"Unity One Mall, Janakpuri","tibetan, chinese",350,Indian Rupees(Rs.),1,2.9,77,Medium,tibetan
Domino's Pizza,new delhi,"Unity One Mall, Janakpuri","pizza, fast food",700,Indian Rupees(Rs.),2,3.6,24,High,pizza
Haldiram's,new delhi,"Unity One Mall, Janakpuri","mithai, north indian, south indian",500,Indian Rupees(Rs.),2,3.7,59,Medium,mithai
Keventers,new delhi,"Unity One Mall, Janakpuri",beverages,400,Indian Rupees(Rs.),1,3.8,37,Medium,beverages
Pat 'N' Harry,new delhi,"Unity One Mall, Janakpuri",american,400,Indian Rupees(Rs.),1,2.3,42,Medium,american
"34, Chowringhee Lane",new delhi,Uttam Nagar,fast food,200,Indian Rupees(Rs.),1,3.1,5,Low,fast food
Aggarwal Sweets,new delhi,Uttam Nagar,mithai,100,Indian Rupees(Rs.),1,2.8,5,Low,mithai
Amritsari Dhaba,new delhi,Uttam Nagar,north indian,250,Indian Rupees(Rs.),1,2.9,10,Low,north indian
Apna Swad,new delhi,Uttam Nagar,"north indian, chinese, fast food",500,Indian Rupees(Rs.),2,2.9,4,Medium,north indian
ATM Food Corner,new delhi,Uttam Nagar,north indian,200,Indian Rupees(Rs.),1,3.0,4,Low,north indian
Burger House,new delhi,Uttam Nagar,"burger, fast food",200,Indian Rupees(Rs.),1,2.8,4,Low,burger
Cafe De Bienka,new delhi,Uttam Nagar,"fast food, chinese",350,Indian Rupees(Rs.),1,2.7,12,Medium,fast food
Chatkaara Point,new delhi,Uttam Nagar,"fast food, chinese",250,Indian Rupees(Rs.),1,2.9,7,Low,fast food
Dharma Punjabi Dhaba,new delhi,Uttam Nagar,north indian,300,Indian Rupees(Rs.),1,2.7,5,Medium,north indian
Domino's Pizza,new delhi,Uttam Nagar,"pizza, fast food",700,Indian Rupees(Rs.),2,2.5,6,High,pizza
Flavourz Factoree,new delhi,Uttam Nagar,"fast food, chinese, bakery",300,Indian Rupees(Rs.),1,3.1,14,Medium,fast food
Gabbar Chowmein,new delhi,Uttam Nagar,fast food,100,Indian Rupees(Rs.),1,3.0,4,Low,fast food
Gayatri's Break Point Restaurant,new delhi,Uttam Nagar,"north indian, south indian, chinese, fast food",300,Indian Rupees(Rs.),1,3.1,4,Medium,north indian
Grover Sweets & Bakers,new delhi,Uttam Nagar,"street food, chinese, mithai",150,Indian Rupees(Rs.),1,3.3,12,Low,street food
Khalsa Veg Corner,new delhi,Uttam Nagar,"north indian, fast food",300,Indian Rupees(Rs.),1,3.1,10,Medium,north indian
Lajawab Chinese Food,new delhi,Uttam Nagar,"chinese, north indian, fast food",300,Indian Rupees(Rs.),1,3.0,4,Medium,chinese
Lajwab Bakery,new delhi,Uttam Nagar,bakery,100,Indian Rupees(Rs.),1,3.1,7,Low,bakery
Maharani Rasoi,new delhi,Uttam Nagar,north indian,150,Indian Rupees(Rs.),1,3.0,5,Low,north indian
Natkhat Bakers,new delhi,Uttam Nagar,"bakery, fast food",300,Indian Rupees(Rs.),1,3.1,4,Medium,bakery
Pastry Palace,new delhi,Uttam Nagar,"bakery, street food",350,Indian Rupees(Rs.),1,3.2,11,Medium,bakery
Punjabi Tadka,new delhi,Uttam Nagar,"north indian, chinese",500,Indian Rupees(Rs.),2,2.7,11,Medium,north indian
Radha Swami Vaishno Dhaba,new delhi,Uttam Nagar,north indian,200,Indian Rupees(Rs.),1,3.0,6,Low,north indian
Scoops,new delhi,Uttam Nagar,"beverages, fast food",200,Indian Rupees(Rs.),1,2.8,9,Low,beverages
Shah Bakery,new delhi,Uttam Nagar,"fast food, bakery",400,Indian Rupees(Rs.),1,3.0,10,Medium,fast food
Shahi Kachauri Wale,new delhi,Uttam Nagar,street food,50,Indian Rupees(Rs.),1,2.8,6,Low,street food
Shahi Kachauri,new delhi,Uttam Nagar,street food,50,Indian Rupees(Rs.),1,2.8,4,Low,street food
Shri Bikaner Sweets,new delhi,Uttam Nagar,"fast food, south indian, chinese, mithai",250,Indian Rupees(Rs.),1,2.9,4,Low,fast food
Shri Krishna Vaishno Dhaba,new delhi,Uttam Nagar,north indian,300,Indian Rupees(Rs.),1,3.0,5,Medium,north indian
Shri Murli Wala,new delhi,Uttam Nagar,"north indian, south indian, chinese, street food",400,Indian Rupees(Rs.),1,2.8,7,Medium,north indian
Shri Radha Ki Rasoi,new delhi,Uttam Nagar,"north indian, chinese, south indian",300,Indian Rupees(Rs.),1,2.8,6,Medium,north indian
Singh's Ice Cream Parlour,new delhi,Uttam Nagar,"ice cream, desserts, fast food",200,Indian Rupees(Rs.),1,3.0,8,Low,ice cream
Swastik Restaurant,new delhi,Uttam Nagar,"chinese, south indian, north indian",400,Indian Rupees(Rs.),1,2.7,6,Medium,chinese
Tanatan Corner,new delhi,Uttam Nagar,north indian,200,Indian Rupees(Rs.),1,2.9,7,Low,north indian
Tasty Bite,new delhi,Uttam Nagar,"north indian, chinese",650,Indian Rupees(Rs.),2,2.8,12,Medium,north indian
Aggarwal Jalebi Wale,new delhi,Uttam Nagar,street food,50,Indian Rupees(Rs.),1,0.0,3,Low,street food
Aggarwal Sweets,new delhi,Uttam Nagar,"mithai, street food, north indian",200,Indian Rupees(Rs.),1,0.0,3,Low,mithai
Arora Pastry Palace,new delhi,Uttam Nagar,"bakery, fast food",100,Indian Rupees(Rs.),1,0.0,3,Low,bakery
Chinese Chatorey Xpress,new delhi,Uttam Nagar,"chinese, north indian, fast food",250,Indian Rupees(Rs.),1,0.0,2,Low,chinese
Chocochill,new delhi,Uttam Nagar,desserts,250,Indian Rupees(Rs.),1,0.0,2,Low,desserts
Da Pizza Zone,new delhi,Uttam Nagar,"pizza, fast food",600,Indian Rupees(Rs.),2,0.0,2,Medium,pizza
Food N Shakes,new delhi,Uttam Nagar,"chinese, fast food",250,Indian Rupees(Rs.),1,0.0,0,Low,chinese
Green Chick Chop,new delhi,Uttam Nagar,"raw meats, fast food",350,Indian Rupees(Rs.),1,0.0,3,Medium,raw meats
Grover Sweets,new delhi,Uttam Nagar,"street food, chinese",250,Indian Rupees(Rs.),1,0.0,2,Low,street food
J V's Fried Chicken,new delhi,Uttam Nagar,fast food,300,Indian Rupees(Rs.),1,0.0,2,Medium,fast food
Kamal Chat Bhandar,new delhi,Uttam Nagar,street food,100,Indian Rupees(Rs.),1,0.0,3,Low,street food
Khalsa Chicken Corner,new delhi,Uttam Nagar,"north indian, mughlai",250,Indian Rupees(Rs.),1,0.0,2,Low,north indian
Lala Da Shudh Vaishno Dhaba,new delhi,Uttam Nagar,north indian,200,Indian Rupees(Rs.),1,0.0,1,Low,north indian
Madras Cafe,new delhi,Uttam Nagar,south indian,200,Indian Rupees(Rs.),1,0.0,3,Low,south indian
New China Town,new delhi,Uttam Nagar,chinese,300,Indian Rupees(Rs.),1,0.0,2,Medium,chinese
Pick & Carry,new delhi,Uttam Nagar,fast food,200,Indian Rupees(Rs.),1,0.0,2,Low,fast food
Punjabi Chicken,new delhi,Uttam Nagar,north indian,400,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Sandwiches 'N' More,new delhi,Uttam Nagar,"fast food, chinese",250,Indian Rupees(Rs.),1,0.0,2,Low,fast food
Sapna Restaurant,new delhi,Uttam Nagar,"north indian, chinese",200,Indian Rupees(Rs.),1,0.0,3,Low,north indian
Sargam Sweets,new delhi,Uttam Nagar,"desserts, street food",150,Indian Rupees(Rs.),1,0.0,2,Low,desserts
Tandoori Theka,new delhi,Uttam Nagar,"mughlai, north indian",450,Indian Rupees(Rs.),1,0.0,2,Medium,mughlai
The Darjiling Delicious Chinese Food,new delhi,Uttam Nagar,chinese,100,Indian Rupees(Rs.),1,0.0,3,Low,chinese
Veg Darbar - The Royal Taste,new delhi,Uttam Nagar,"north indian, chinese",400,Indian Rupees(Rs.),1,0.0,3,Medium,north indian
Veg. Darbar,new delhi,Uttam Nagar,"north indian, chinese",400,Indian Rupees(Rs.),1,0.0,1,Medium,north indian
Wah Ji Wah,new delhi,Uttam Nagar,north indian,400,Indian Rupees(Rs.),1,2.4,4,Medium,north indian
Cafe Coffee Day,new delhi,"V3S Mall, Laxmi Nagar",cafe,450,Indian Rupees(Rs.),1,2.6,33,Medium,cafe
Chalte Firte Momos,new delhi,"V3S Mall, Laxmi Nagar","fast food, chinese",300,Indian Rupees(Rs.),1,2.6,23,Medium,fast food
Chutneez Restaurant Lounge & Bar,new delhi,"V3S Mall, Laxmi Nagar","north indian, chinese, mughlai",1200,Indian Rupees(Rs.),3,2.7,132,High,north indian
Domino's Pizza,new delhi,"V3S Mall, Laxmi Nagar","pizza, fast food",700,Indian Rupees(Rs.),2,3.4,25,High,pizza
Fattoush,new delhi,"V3S Mall, Laxmi Nagar",lebanese,200,Indian Rupees(Rs.),1,2.9,5,Low,lebanese
Keventers,new delhi,"V3S Mall, Laxmi Nagar",beverages,400,Indian Rupees(Rs.),1,3.3,25,Medium,beverages
Kutty's South Indian Cafe,new delhi,"V3S Mall, Laxmi Nagar",south indian,250,Indian Rupees(Rs.),1,3.4,99,Low,south indian
Mandrain,new delhi,"V3S Mall, Laxmi Nagar",chinese,450,Indian Rupees(Rs.),1,2.8,7,Medium,chinese
Nazeer Foods,new delhi,"V3S Mall, Laxmi Nagar","mughlai, north indian",600,Indian Rupees(Rs.),2,3.4,193,Medium,mughlai
Nirula's Ice Cream,new delhi,"V3S Mall, Laxmi Nagar","desserts, ice cream",250,Indian Rupees(Rs.),1,3.0,38,Low,desserts
Punjabi Tadka,new delhi,"V3S Mall, Laxmi Nagar",north indian,400,Indian Rupees(Rs.),1,2.8,5,Medium,north indian
Rocking Woods,new delhi,"V3S Mall, Laxmi Nagar","north indian, chinese, fast food",1200,Indian Rupees(Rs.),3,2.6,86,High,north indian
Shawarma Wala,new delhi,"V3S Mall, Laxmi Nagar",fast food,250,Indian Rupees(Rs.),1,2.5,18,Low,fast food
Subway,new delhi,"V3S Mall, Laxmi Nagar","american, fast food, salad, healthy food",500,Indian Rupees(Rs.),2,2.5,163,Medium,american
The Yellow Chilli,new delhi,"V3S Mall, Laxmi Nagar","north indian, mughlai",1500,Indian Rupees(Rs.),3,2.7,307,High,north indian
The Yummy Chilli,new delhi,"V3S Mall, Laxmi Nagar","mughlai, north indian",600,Indian Rupees(Rs.),2,2.9,9,Medium,mughlai
